Accession,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7
Q13200,1737241.844,0,0,2186467.641,1412751.438,1694962.313,1097710.094
P06702,2551031.688,448248.125,2010508.625,725249.5625,1995767.156,249526.8906,779314.25
P52630,0,0,2058299.75,1402803.5,1070315.375,1638911.414,701660.3125
P55884,2264883.438,1832992.5,1076461.438,0,1725685.25,952127.25,236923.7969
Q9NX05,0,915664.5,1116469.125,3994318.25,2210096.75,0,0
A6NDU8,1518303.125,1032801.75,0,1648454.25,0,4271664,0
O00592,213932.8281,725378.5,132874.5781,1702880.367,4374064.695,274241.3125,0
Q04837,1299726.906,796801.7969,851736.875,537720.1406,1223706.875,1005833.828,1177474.313
P15924,1054823.281,995061.3281,1819051.531,625845.625,1748681.219,1975594.719,1062154.141
Q9NSD9,1423069.344,298606.0938,1136604.875,2727413.953,475264.4063,2400152.813,0
O75131,1551467.5,145044.9844,653624.625,629371.25,632420.75,434952.8906,381653
Q9NRF8,0,1093514.25,0,0,3581790.5,5882224.906,2813946.656
P52566,0,2645910.875,0,233186.375,2555420.094,5868331.438,1140205.453
P15531,0,1086060.813,1499317.75,1359960.328,481206.5,1119363.984,1557678.688
P01732,1290602.125,0,1165960.375,1987513.5,2078454,794527.25,0
Q8NCM8,659829.6875,2361669,0,494867.0625,1474437.375,5153519.5,1418359.375
P24928,0,0,796631.875,0,3724583.188,3607634.938,0
Q99523,599351.1875,501920.9063,1604448.219,971673.25,1105761.656,699944.375,772667.875
Q14697,923140.1875,90307.09375,1422753.813,728520.3438,1254976.984,2308926.328,127457.0313
O00764,4750975.063,150350.8594,812314.4375,1631047.313,0,559776.6719,0
P11047,533033.5469,269733.1875,2655426.938,361201.1563,752594.5469,1482983.313,599317.2813
P24752,1038081.375,273399.5938,2337832.813,987019.5938,777638.25,0,958926.3438
P49773,537250.8125,306172.1875,1368198.625,808431.9375,0,1612528.781,209477.7813
Q9NP58,1008145.375,2197149.938,328095.0625,0,2581146.938,3646235,978155.4688
P30050,1329202.75,837855.6875,523158.6406,960568.9688,785414.3125,266853.0313,523458.3125
Q8N699,2564813.5,1336957.25,0,1168290.75,1202231.25,165014.2656,0
Q7Z3B1,1762191.5,296742.6563,426164.2813,387305.1563,2154476.375,965120.875,1606294.063
Q13283,0,869538.875,182592.4063,256693.0469,393585.2813,0,397033.375
P35080,1571302.094,2579328.984,0,1663177.625,1818781.219,2520293.5,0
Q96C23,1201678.25,2491305.25,6117878.375,179360.9844,327567.2188,516485.9688,1528156.5
Q6PGP7,337975.3125,2405548.188,573975.25,0,1468473,3779276.75,1930374.188
Q12846,1627851.5,0,2373067.563,548260.875,997635.625,1447991.508,1482928.75
P36269,2517898.844,266633.1563,1671093.281,702832.0313,1211425.344,370971.3125,0
Q9H0U4,258785.1875,841598.75,890079.1875,1132722.813,1042155.938,3102911.313,1308834.344
O75781,3054181.219,790165.5938,275358.375,1080421.375,1079930,1323616.391,757216.6094
P45973,0,1082970.5,4014874.031,1224648.031,413774.3438,1538755.25,521655.5
P12931,820928.2188,1584430.5,97006.24219,0,1361639.953,5771054.938,976224.875
P05534,1560400.563,477258.6719,1801102.594,1428219.188,633826.5156,4522243.625,266219.375
P23458,698029.75,1632528.25,1860651.125,1410838.625,912298.5313,286201.75,1225098.5
Q96AD5,1674184,754321.875,0,1293941.5,1793936.125,1190797,781338.125
Q13576,0,375149.0313,3360391.688,1727944.813,987740.1875,1007622.609,1338878.914
P01112,1577073.344,0,3040456.188,1423735.219,1655730.969,1009078.875,1196237.344
P07305,2345947.906,712067.5625,1133588.531,1496698.063,643817.7891,777937.5,522431.5938
P30876,188497.5313,978521,0,293221.6875,2946634.563,1238176.5,1529886.875
P84095,1570816.25,1292740.875,977455.3438,584757.8125,712656,0,0
P09493,255124.6094,253351.9063,272465.4063,390080.8906,1372725.734,5396464.906,1539848.742
Q8NFU3,1688931.875,967703.1875,524064.0313,593766.6875,1930542.875,440796.4688,798321.9375
Q16186,0,0,757919,2755370,0,0,1685295.875
P03951,531980.5938,1227367.531,1177486.469,1309195.5,698952.75,779040.5,1950745.688
Q9BXR0,1497675.313,267437.3125,1076115.875,0,0,0,510285.125
P01111,1541019.531,975823.9375,529356.1875,1270755.141,169693.0313,2798997.688,1313922.922
Q9Y3A5,916412.625,221475.4688,2552018.25,2435880.031,609581.0625,582041.8125,973748.6875
Q6RFH5,0,1239501.75,0,1431216.25,0,803300.4375,1381427.375
Q15418,1579851.5,870787.6875,432670.2813,2292081,1593208.75,1614449.375,0
Q9NR30,1910468.188,1130995.031,494266.6875,0,678152.125,673120.8125,958484.3438
Q9UJ70,713907.3789,1202655.281,492958.125,2156517.707,1489289.031,2665220.563,540213.875
Q00013,1083092.875,1257409.672,0,722387.2813,2053640.844,1373331.203,2138218.5
P29992,476080.5938,1313256.859,309292.9375,876115.8594,831331.6719,764039.5938,292254.4375
Q15848,2033703.703,201180.3125,1314716.938,201671.8438,1177554.313,1051125,257835.4531
Q8TED1,329112.125,527911.9844,1042965.297,1412624.969,1255805.891,734416.5,954711.0625
O43447,0,0,5317493.906,917334.1875,1228216.891,334702.0313,2576571.5
P19971,721797.7188,1139246.422,1836307.344,0,375612.625,2202931.906,650131.0625
P33778,2632007.438,881473.4375,203330.6719,732612.1094,756369.2188,0,1261298.5
P30043,410151.9063,333050.25,0,0,1946056.125,948943.6875,3442322
Q96JH7,841021.9063,983922.7813,1012819.688,0,2362355.656,3958928.125,470523.5313
Q15836,1493199.531,2137140.063,0,569569.6875,745697.4375,1022971.5,0
Q05682,2175477.234,807054.4063,0,398314.9063,2860746.313,828166.1094,961246.5156
O14879,1045758.063,2700083.75,746587.3438,0,432867.5938,774948.1094,1464760.938
P61011,0,0,0,2351194.25,948692.3125,849798.625,0
P05387,1656228.563,1892561.219,0,587996.5,272435.2813,1067602.25,1401969.313
Q9BZL1,1314253.906,1137614.281,340631.4375,968744.625,1481993.781,1998901.063,761677.3438
P62899,1231643.25,1540577.5,413900.7813,1538973.719,277751.7813,0,467970.5625
Q9BXN1,1057537.875,1216818.609,477060.1328,536650.1875,1515692.988,1829026,1309163.75
P35908,804126.7813,317240.875,426648.2813,1593765.938,0,750216.1719,453902.8438
P52701,448179.4063,521492.125,1730251.969,0,95229.57813,507641.8438,1716677.516
P30273,926175.625,1290125.5,939809.8125,1711779.875,1008264.734,196189.5938,516565.7188
Q9UIC8,0,559568.125,0,254702.5,333189.0313,889422.75,2302384.688
Q9BXP5,1083537.313,1514981.438,0,861748.7266,1062994.625,1677075.781,493970.9063
Q9P206,623114.75,0,0,2413567.188,1873513.938,1180359.375,449546.4375
Q13557,320663.0938,1884466.453,512903.9063,1177669.281,2444193.406,156414.7031,855524.3125
O60841,0,843325.8125,1151661.938,679749.75,418721.6875,0,0
Q96AQ6,1749585.5,0,688080.9375,875897.625,1589073.813,0,1648879.844
Q96DG6,0,1396004.125,2636184.5,777399.4531,438111.625,563980.7969,2483154.25
Q9UJU6,1290090.75,1908123.188,449593.0938,929063.125,2091692.313,1884603.039,465253.375
P05771,659813.7188,1418616.375,0,709524.0938,1277664.438,4844839.313,257161.6094
Q04637,2185213.359,271032.8203,384213.5625,1836667.375,792203.7344,1827388.547,0
O15484,451495.5313,182636.0938,4580238.75,0,707996,0,1364115.625
P29692,713039.0313,851161.9531,1221742.438,679032.4375,0,785183.375,0
Q32P44,0,205688.9375,0,0,2627740.406,358699.4688,3919883
Q99447,848838.4375,1237466.234,440201.4063,933841.25,1215970,788803.625,428176.3125
Q9Y4D1,0,191945.7656,3453343.25,696228.1563,1814898.75,190987.2969,1863899
Q95604,0,486145.9375,0,340153.2188,679231.0625,8562610.703,1055213.25
P40197,432699.6563,2683889.531,0,0,1900991.813,4426852.688,724195.0625
P05198,539102.8281,1545423.234,1338130.75,549887.9844,565278.5,484103.8438,1903062.797
Q8IZD2,524729.875,370029.6563,3549350,1387371.25,0,0,1398713.125
O75556,0,0,651870.6875,0,1613106.25,356936.4688,521235.0625
Q9HB07,1291951.719,286467.5625,1325070.125,2147634.25,237446.2969,0,1844430.719
P18084,1153304.5,2674439.047,105352.0625,678360.875,1635180.344,883205.5,194170.5156
Q9Y5B0,1137439.625,284493.3438,409141.125,0,186834.2031,477862.5938,727736.8125
Q92743,1114196.344,502845.7188,1161926.688,1464548.484,477684.375,844671.5,0
Q5JWF2,1262429.344,1225579.719,0,506129.1875,787775.75,759613.625,1402448.281
P08571,1593671.75,727059.3125,977052.3398,127345.3906,476954.3125,625866.2188,535164.6875
P20700,0,454581.7656,0,567140.3125,1278602.703,3692715.438,0
Q8N1G4,1409553.625,461486.3281,0,2505438.406,1073191.125,3075062.406,0
Q13099,684603.75,1684805.25,803551.0781,240804.1563,1912721.25,0,2149748.5
Q15007,865882.8125,489862.5625,1285721.25,766187.75,288231.9375,570221.3125,1274611
Q14141,0,0,3433256.75,5467344.5,0,482259.3438,0
Q8N335,216701.1406,2148658.438,559541.4219,241371.8906,672899.2656,541432.3594,452949.9688
Q9Y263,2075016.25,648646.9375,523125.5,557854.375,663695.4375,0,0
P30040,1584756.188,0,1605950.75,1867229.375,1269319.813,1594952.844,479753.6875
Q06787,1811371.625,1561459.328,0,4265037.094,438116.8438,552341.4531,190314.3125
P51878,824431.6875,109435.9453,3457439.5,1235114.125,717718.0625,348950.2188,854777.3125
Q13098,1342490.25,103256.0234,2364392.156,1001198.906,553716.4844,618055.3594,1269499.313
Q13740,1293320.547,860266.4375,1726355.438,489200.9688,887204.2188,2108715.406,382700.1875
Q9GZM7,499763.6875,0,2234586.938,575428.6875,0,1669021.938,3493621
O75558,809184.8125,963855.9688,1171122.656,187088.5,1719495.188,3637243.109,1393231.813
Q9NP79,1258227.625,1036858.102,737047.1875,1000084.266,312297.8125,410054.5469,1032296.484
O75608,650525.1563,1182575.703,391051.625,515151.4063,1747755.094,534703.7344,1117583.5
Q9HAV4,305858.5625,187479.7656,2164996.422,1296818.406,3393512.938,0,286408.4063
O15327,464394.0313,908182.8125,2456910.625,571194.625,852279.7813,1365423.625,954139.1875
P21291,952737.0313,1556187,301029.6875,352188,715119.9375,3443289,916581.1875
Q15125,1128116.125,493236.2969,1637433.875,779672.125,1354605.906,1160229.781,1755782.25
P50225,1507922.063,738809.25,1277286,536430.375,1366365.125,792266.8281,1453466.313
Q13838,794066,1900121.625,0,865843.1875,946584.4375,0,1158441.375
O15230,412706.9063,3332212.969,1542582.141,284151.875,999675.9375,864797.125,0
Q99714,700169,578761.875,1309294.094,791950.0625,389036.25,1515525.922,1200335.313
P21695,1131929.75,1258055.875,1724375.281,722977.0625,1148511.719,454462.375,803336.0625
O00442,427223.5,449034.3438,1754090.75,1717521.875,1282399.625,286051.9063,1571826.5
Q13045,966844,5579070.375,150844.4688,227843.2344,460993.1875,389306.4375,0
Q9UHG3,2191352.063,2282284.469,571395.125,297321.4063,303488.0625,358233.5313,429221.375
O43681,0,0,0,275792.3125,839995.4688,798107.3125,780735.9375
Q14566,1876446.5,777910.5781,230311.7188,1481564.438,1320846.844,1269111.016,0
Q9UGM3,0,800102.75,406689.8125,1178629.375,1079669.906,0,417862.0938
P51608,3965565,970356.125,0,272149.7188,769742.0781,0,0
Q9H3S7,0,974604.5313,2377371.609,0,301924.375,1298784.25,2438799.5
O95865,1260608.125,778298.75,229230.375,186872.9688,369895.2031,3588162.094,1071365.406
Q9HC29,340273.1563,390176.0625,2646547.438,847005.75,763877.875,310020.125,1042795.313
Q13772,0,0,1826217.625,1589633.25,1534266.625,0,2199438.75
Q9H444,2221238.5,0,1079847.313,0,1642401.25,0,1712158.594
O94973,208817.9688,0,238097.75,1048543.844,463568.3438,1287436.375,1200962.5
P00533,0,512174.7031,827721.4688,0,2091502.719,1660318.484,2752496.938
P16104,0,936012.4688,2787236.188,0,804606.875,917416.9375,0
Q92598,330942.8125,0,279571.4688,725483.5,218658.9688,0,226274.6875
O94782,0,0,2638357.25,0,1963962.625,0,1833692.125
P55327,862987.25,199453.3281,1017235.313,925612.6719,1320284.156,768039.0625,1299487.75
Q9ULC4,2293331.875,0,0,147754.375,1401896.75,740533.5,0
P43405,583590.6875,354900.9063,0,377105.5938,356384.1875,2263436.141,243839.5625
P13798,525306.25,0,2274974.125,709459.0625,584970.625,818711.5,1610049.5
Q9HA64,335527.0391,187170.0313,2432677.656,1193531.695,753023.2656,500968.8438,331640.25
O00232,1006017.031,320437.3438,1884353.594,1196687.641,767697.125,0,1333331
P61088,481915.3438,0,2240077.5,1951184.875,891779.0625,514102.5625,1237467.25
P09651,364068.2813,1512970.938,1186100.875,1216440.016,742058.4922,174493.3906,220322.7188
P08754,1008482.313,933972,891540.2188,502297.9375,746931.75,790871.5,1886180.531
P01601,2594870.75,922835.625,0,0,0,0,665205.625
O15144,816014.7734,1589737.063,0,420769.7813,243437.5469,4017231.297,0
Q9C0B5,0,0,214448.2188,4214380.938,425386.5,4369006.25,519576.0313
P21397,1249833.313,1272816.438,396711.75,209924.5938,550439.375,0,0
P29762,383887.3438,1590764.688,793942.0938,1248440.891,364922.1875,688257.25,2098433.023
Q6IBS0,423652.1875,388971.7188,1661358.938,426952.8125,373762.5,2442198.234,354361
Q96I99,2265261.5,2415882.844,0,0,0,0,1037762.563
A0A0C4DH24,1269988.5,661782.375,304600.25,415808.9688,1669875.625,867308.75,450851.7813
Q9NVH2,1017799.625,351110.1563,725627,783780.625,1958217.875,1791206,825345.1875
P19784,518379.4688,2492977.156,0,641928.9375,1524739.844,638271.125,712471.8125
Q13938,179609.5,772324.1563,522758.5469,2075582.438,1039902.297,604077,587580.3594
O00194,172261.0313,2747821.156,1243492.719,434397.1875,721983.625,3268769.438,299648.5625
O43709,1967452.781,455336.5938,0,0,0,0,563448.75
Q9NT62,729232.3125,0,0,713384.75,0,2516350.922,0
Q8WW52,1025102,637838.0938,0,0,1776821.469,910366,196834.1563
P14923,874943.5,1251221.469,1683477.953,512431.625,206811.8438,692910.0781,425105.5313
Q92597,699858.875,139556.375,1265411.375,768252.125,1009178.75,1769889.938,588344.25
P09497,2139640.953,0,1508366.656,757306.25,1110137.469,1004285.281,1301523.344
Q9BPW8,472856.6563,2109395,0,614965.8125,1447575.063,936683.75,850617.2813
P30039,599638.1875,1245144.188,332223.9375,2636817.156,0,1440766.688,711328.2188
P56545,823025.5,520966.625,229617.9844,471276.8125,1728460.125,2115102.828,643514.3125
P62942,1344497.5,273788.5938,451045.8125,1214919.531,1118282.688,1381218.469,273659.875
P13797,1216376.625,2427607.969,1246895.75,0,0,200718.8594,2184928.438
P55036,2236890.047,464119.5625,607186.9375,0,2452939.125,345256.5313,330865.6875
Q9H270,339140.4688,948114.375,2611221.125,1030980.813,656074.2813,235143.7188,1207511
Q53GL7,321003.0625,1801779.25,0,311607.25,0,918489.9063,867235.5
Q96PE3,1160165.875,462078.0625,1282722.75,760681.5,551993.5625,609367.25,1083899
Q15018,1295357.5,646860.75,1658929.313,0,0,699956.875,1638483.125
Q15036,1407368.5,458571.4688,405306.7188,853424.875,0,0,697973.9375
P51610,4452164.938,869941.9375,0,643468.4375,720651.2813,193163.2813,451652.0938
P16615,0,0,0,407762.0938,2867304.844,1512402.438,531798.4375
Q969E2,875243.1875,0,0,528515.4375,2437675.625,660387.0625,518827.6875
P01137,0,1456503.438,790004.5,377447.5938,985478.5938,1797417.594,1110213.391
P16422,754019.9961,727235.4375,563363.4531,1102134.063,329501.4375,1690656.25,618094.8125
Q02809,886365.375,342371.7813,332729.8438,1500906.688,795273.2188,329199.125,325022.625
Q9UN36,2211938.25,1171305.75,561851.6875,862371.5,424989.875,2370492.75,223338.5781
P49411,0,789493.0625,0,2676471.781,0,1155043,1825647.813
P22897,844268.4375,0,1259755.375,891393.5625,855659.375,4128813.359,176981.668
P15927,2567738.75,475643.375,436843.2813,0,1062529.563,2132920,479055.6875
P05186,650450.3125,825232.9375,3174849.969,676432.5625,132529.6094,354347,595659.25
Q9UI10,2839892.188,0,0,225297.5313,3501443.844,0,0
P51116,500398.1875,0,5914931.5,0,1044012.438,0,548059.75
Q96QR8,759503.25,727987.375,1504760.75,0,372557.3438,570585.0625,265594.3125
O60934,708960.9063,313233.4063,1310489.5,1218684.969,229011.25,0,0
Q8TE77,1134721.828,505280.9688,1287239.813,0,279796.9375,3740007,906277
Q99439,0,1087829.969,1030952.875,2676869,84277.73438,2716412.578,110670.3594
Q9C0I1,1138064.125,547896.0625,897900.3125,1414188.75,306471.75,0,661597.1875
O94832,1600287.938,1533603.844,216823.4063,619146.5625,0,0,0
P51648,1057468.875,413041.0938,1405968.625,0,689325.375,1928309.688,821523
Q9H3K6,0,556220.3125,299002.5625,626260.75,1514682.125,2648189.688,601332.625
P08621,1182407.875,1493814.063,354661.3125,353466.4688,688060.6875,1330418.688,568163.625
P00813,704555.0156,2892601.5,0,0,658557.0625,560351.625,246172.9375
Q12882,0,1444587.625,0,3134378.578,1528291.313,0,0
Q15029,1808066.094,754157.2188,466224.9688,1254759.641,558140.375,1544976.086,490677.1094
P62070,1595795.047,479771.0938,0,1284038.75,453261.4375,1512075.5,1271490.313
Q9BUK6,493763.5938,995038.8203,490351.875,393586.375,1129377.75,2327796,980560.5625
Q13596,1436201.5,0,655364.1875,1545782.953,984146.3125,435702.5,0
P13807,169327.3125,739539.7188,467017.5,402507,575457.2344,1062493.078,1992799.063
P00451,0,755742.75,0,0,4454273.656,193559.2344,583451.4688
P20290,0,0,0,1292895.688,1149990.156,923363.125,1245672.188
Q9UQB8,574147.2188,0,285482.9375,517770,702297.8125,250622.6406,3248177.906
O75794,330997.9688,1027362.5,387403.5625,1186911.875,0,269906.25,402420.5
P56747,1757553.5,560329.375,0,858665.625,505613.75,408140.25,473659.5938
P30447,1898231.25,1548299,0,0,0,645851.5625,840188.3125
P10768,1122998.563,1122280.984,272595.7188,263108.7813,377591.2813,1653544.922,703206.3594
Q6UX06,2145326.875,1562937.984,1406955.469,355432.0313,1345808.5,705153.75,0
Q10567,1418381.438,519498.625,0,0,0,0,216493.75
Q9Y281,1905400.313,293247.6563,0,660172.5625,0,647472.5625,804206.1875
Q9UBX5,0,217156.7969,0,0,0,368849.8125,1414950
Q13363,164575.8438,1744048.414,406353.125,1219900.625,609326.9063,1105666.25,0
P08637,321938.4063,367359.7813,0,1495986.594,835440.0625,571481.1875,707203.0625
P84098,0,0,3779907.703,572103.125,288542.4688,0,4847836.188
Q9Y6G9,716720.1875,1120936.5,731734.6563,102764.6172,1528880.266,957988.1875,559691.0938
Q9Y315,357616.125,299631.9063,2702157.813,281911.0625,371765.9063,0,616903.0625
P52597,1352044.406,416671.0313,1749788.625,879508.3125,240499.125,1245062.375,0
O43815,226681.2188,271025.875,2336823,2070812.5,0,254881.1094,1582342.875
P36543,1451114.563,275983.9063,159730.8281,0,0,1744167.781,153358.5313
Q09028,693007.3125,1015243.375,677924.4375,1536364,1469196.125,524392.1875,0
Q562E7,965488.0938,349237.375,0,301487.0938,1258977.359,0,573963.5625
P08311,2840828.281,307946.5938,0,772993.375,237980.0156,236159.125,285381.875
Q9H0D6,1187530.969,1959657.969,689693.4375,0,324947.1875,0,225443.0156
Q13751,368809.2188,0,2424544.438,394256.4688,1075773.531,1163090.125,1324881.25
P12107,1030648.094,1147055.906,437649.4063,2404622,0,734109.6875,2268812.438
P07108,684034.6406,391726.625,1889386.25,944317.875,808276.75,393271.5625,1328026.984
P61026,0,400580.5938,0,145038.9375,1723237,1947612.625,1525380.188
Q9NZH0,1349200.125,482829.625,1098813.375,0,284746.25,482897.2188,510345.0938
Q8IX12,1899769.719,356812.8438,0,0,2293012.188,998183.0625,690066.75
Q7L2H7,0,0,1517655.75,961077,0,1853857.594,0
P60981,2584732.406,236954.4219,2112503,0,0,1016556,0
Q13033,1737059.922,382013.4063,473031.6875,814332.2813,486309.1563,897392.9063,1014879
P57772,0,0,0,1512783.125,2436156,0,364876.2813
P35613,1423900.125,747317.8125,633067.1719,203778.0469,1113515.781,419111.4688,248903.1406
Q13620,0,0,1191890.625,0,957774.8125,547027.625,2178947.25
Q14344,175007.3906,269672.75,0,866487.0313,3459093.438,1292998.656,977789
P30626,351302.1563,564938.8438,266236.5,0,426648.2188,620825.8281,1746125.281
Q9P2K5,1252212.609,783746.2031,649581.4375,229118.5313,590478.5625,384328.7969,133129.0156
Q567U6,1797020.188,620144.0625,0,0,0,1443947.375,1000875.938
O43765,182218.7656,678909.0547,688772.75,870992.625,1302071.313,0,401660.1875
P15313,2488782.563,986831.9688,0,0,1268148.813,674304.5156,1114752.5
P62277,713025.5,951703.5625,1528156.5,675717.4375,742513.25,678059.1406,691250.9688
P51178,669824.4375,995642,1091017.188,0,0,675699.8594,239249.4375
P04439,0,976154.8125,0,665470.125,0,4432108.75,0
Q9NR50,1074307.625,549280.25,0,534400.5,736704,0,243671.9844
Q5JRX3,0,249309.9219,0,1198419.75,1131996.875,521703.8438,1378094.125
O95297,1208191.25,0,0,1798416.125,412693.6875,0,0
Q96FW1,374636.625,415121.6563,5112852.438,0,546373.875,0,366025.0313
P01034,0,5096706.875,0,266904.625,1919907.875,0,242508.2656
Q9NR09,0,407129.75,875325.3125,0,0,0,1279799.266
Q99426,0,309237.1563,2589203.016,1578164.188,629665.9375,1724488.625,90140.35938
P35659,1358566.359,723211.25,0,956626.25,798757.625,204329.2813,0
P62316,1623300,1059273.625,336599.9063,473735.125,0,764006.625,719597.625
Q9Y3P9,787376.5625,173360.4375,343117.3125,1209276.875,194457.4531,1641858.344,0
Q9UIA9,0,0,329489.625,0,283887.125,0,195559.4688
P27338,306131.4688,383742.4375,0,1286030.219,637212.25,1789271.406,1254099
Q96RP9,290389.6563,274978.9688,5732256,0,0,0,0
Q13753,1526151.547,633437.75,1553514,1005663.906,455815.4375,842425.9063,832381.4688
Q9Y5K5,2055241.5,987949.9688,206686.1875,0,272807.4063,238278.6406,411416.0938
Q15043,0,585724.9844,1710472.063,0,200608.1094,1789498.125,2162235.031
Q8WWM7,913184.3438,471430.625,0,1670078.125,0,1253721.375,0
O15020,0,241519.5313,603168.1875,765777.4375,0,0,441398.2188
Q9UBE0,1467342.375,887495.375,624173.1875,919498.4688,243211.5469,697010.7813,322860.6875
P26196,1031775.813,1325499.469,580416.375,998703.9688,636088.375,394983.25,347772.6563
P10646,812814.4375,981387.375,1624135.875,493165.875,1019414.813,807873.9375,460490.9688
Q92747,448370.8438,338050,0,920882.75,0,664112.625,1122686.25
P62263,1229952,0,0,0,0,551312.6875,1221597.188
Q9Y4P8,1315406.625,122285.2422,1575614.75,1155762.75,706446.5,256517.5469,1579995.125
P25391,620684.1875,2595576.75,218939.2188,530670.3438,238350.9219,431235.375,0
Q6YP21,1629620.5,0,0,2529702.672,225685.3281,2038309.234,0
Q9UBQ7,1326246.016,159633.9063,1144485.813,572775.75,528256.2188,0,239722.6563
Q9UNF0,622625.9688,4876042.234,0,604120.9375,0,1635255,0
Q15369,681238.625,898831.75,385756.0313,0,991170.5391,2019256.297,1002976.078
Q15084,226706.2031,0,1332908.875,254378.6719,1087054.75,2322498.953,989415
P16435,0,562289.25,2699131.5,413350.2813,241609.2188,0,0
P17252,667148.9375,835401.4375,1669125.5,313439.5,360012.3125,1458652.063,278797.5
Q15370,932179.125,611934.7656,762741.25,1533006.344,280215.375,0,850185
P61201,429152.0313,2015418.281,0,1227697.5,0,2190740.688,0
O14828,261116.0156,1353175.75,2181432.094,261634.9375,776564.875,951608.9922,436729.6875
P53602,0,266916.4063,901442.25,721443.2188,0,0,1898381.625
P09234,0,0,1050822.75,1347035.25,1294923.5,3681994.25,0
P35558,1058588.281,1444043.813,562100.125,346158,0,0,1080659.125
Q99707,1992287.938,1631968.875,0,719862.5625,905954,688975.4375,858205.875
P16949,221109.5938,930609.875,596703.8125,833398.4766,1044213.813,2008921.125,245736.5938
O14936,369370.5,313303.9688,0,0,485017.7813,331649.5313,502277.1875
Q99541,472394.4688,0,1193405.25,994290.125,1060463.156,2222226.906,756462.6875
Q9Y3B3,2123153.906,709686.125,151094.625,156669.1094,454663.125,0,531470.4375
Q9UKG1,1184733.813,790949.5625,1336722.188,828899.625,829303,0,0
Q8WVV9,921623.7813,174637.125,841652.1094,1993495.5,1732188.594,194406.1094,1205338.219
Q14839,471116.5,304946.3438,1246055.781,482257.8594,0,531472.25,675802.1563
P42766,124598.8516,5838186.484,220771.625,211960.0625,0,0,0
P51858,1665941.938,881991.9688,2250164.125,200607.5625,685385.1406,637443.125,0
Q13131,2022220.375,1576454.875,1566573.953,852385.3438,340477.7813,303011.125,0
Q9NX58,2717438.75,756955.8125,0,0,829051.75,502205.9375,0
Q9Y3B8,0,264423.3125,827172.8906,0,1672032,0,0
O95757,887555.125,3649490.594,0,1344995.25,0,208092.375,0
P20160,966169.8125,674884.1719,0,573794.625,667297.9688,436487.5,0
Q16787,923666.875,336919,0,645723.8438,922940.8438,1190728.25,891715
P28062,791761.1875,2782967,0,326422.1875,287700.7188,0,733946.5469
Q99985,1761158.188,748774.6875,1342097.688,739366,645336.25,1141640.844,255156.4844
Q16762,1694617.438,0,0,0,835931,387125.8438,1679146.906
P50897,0,580278.7344,283882.125,506494.75,715468.5625,2658097.75,840193.125
A0A075B6S6,0,948803.125,1824633.125,1359997.25,0,0,0
P08263,1885816.625,0,242443.2813,0,598111.8838,581919,3265820.531
P62917,1638493.469,312924.0625,895188,280125.4688,0,788646.9688,220245
P04844,639525.8125,223953.9844,0,941914.8125,267865.0313,0,1383640.938
P07947,330614.5,1055543.563,322649.3125,232602.0625,688910.625,2839841.625,526241.9375
O95232,2420988.625,603481.1953,0,463430.0938,241888.4219,0,0
P20042,940280.125,0,522895.9688,1463505,1192615.469,2541482.25,163601.2656
P00740,1385747.75,583791.8125,0,1678688.813,277718.6563,193870.4063,214566.1875
Q9Y5X1,713032.3438,0,659113.625,574267.4375,1358726.281,1822932.375,695759.75
P40121,2927012.313,744987.625,1060198.688,0,454986.875,0,0
P13647,1481009.188,539713.2656,362639.0938,1237902.984,344487.1563,465974.4063,0
Q00653,1005530.938,944656.5938,210316.0781,0,354235.0625,880752.5938,457464.875
P20338,945134.9063,906849.1875,463831.7188,0,1084659.75,423821.5,687928.8125
Q9Y4F1,1177182.922,131389.5938,1745723.156,0,152075.4219,1392668.063,1148980.281
P78406,457206.0625,526235.875,398234.9531,1186936.781,0,182919.6875,0
P35237,130982.7656,724148.5,1861092.016,350389.125,0,395652.125,2158302.313
Q15063,2386919.953,305584.125,0,0,1011666,933146.4844,0
Q5R3I4,182066.5938,510789.3438,876678.4844,756537.5156,1737517.344,514461.8281,1560261.313
P10696,0,0,834042.4375,332991.1563,0,0,1557075.797
Q13151,0,0,802688.5625,0,514587.0313,701742.9375,1011970.688
Q02218,1500374.75,0,822034.8125,1327707.125,0,0,521014.0938
Q12959,453370.4375,245169.2344,1056446.938,1157861.219,1711876.656,482816.0938,394196.0625
Q8WWY3,492823.0938,0,524829.75,0,1182325.125,361852.4063,499319.4688
Q9GZZ1,0,0,955581.9375,1649983.25,942128.375,3208274.5,254086.7188
Q6XQN6,2590541.625,401614.3125,0,549286.6875,0,393105.2188,0
P50895,0,753827.3281,0,0,446590,272154.7188,900041.0781
Q969G3,0,0,542496.375,525285.0625,0,0,2359716.75
O00567,0,453424.1563,627870.8125,764827.4688,188720.4375,0,944864.875
P42677,0,668237.1875,0,359219.6875,533456.5,549412.5859,0
Q05193,309973.3125,308419,1012245.625,1411919.281,0,402878.4063,0
P08134,1024461.281,1093726.938,0,516430.7188,318358.2813,780430.2969,233692.9219
P06732,1109981.063,447175.6563,0,0,0,194879.9063,1073186.938
Q5TAQ9,0,167945.7031,532830.4375,1518066.938,994819.2188,765849,0
P01714,887445.5625,367951.3438,0,607963.3125,1002566.875,0,314851.625
